State,Date,Number of Cases,Number of Deaths
Maryland,2020-09-22,121409,3895
Maryland,2020-09-21,121068,3883
Maryland,2020-09-20,120656,3879
Maryland,2020-09-19,120107,3876
Maryland,2020-09-18,119559,3869
Maryland,2020-09-17,119017,3861
Maryland,2020-09-16,118387,3855
Maryland,2020-09-15,117745,3849
Maryland,2020-09-14,117147,3839
Maryland,2020-09-13,116600,3838
Maryland,2020-09-12,115876,3836
Maryland,2020-09-11,115217,3828
Maryland,2020-09-10,114574,3824
Maryland,2020-09-09,114070,3816
Maryland,2020-09-08,113734,3807
Maryland,2020-09-07,113378,3804
Maryland,2020-09-06,112557,3799
Maryland,2020-09-05,112104,3796
Maryland,2020-09-04,111332,3789
Maryland,2020-09-03,110504,3778
Maryland,2020-09-02,109808,3766
Maryland,2020-09-01,109353,3761
Maryland,2020-08-31,108742,3755
Maryland,2020-08-30,108286,3752
Maryland,2020-08-29,107790,3746
Maryland,2020-08-28,107146,3736
Maryland,2020-08-27,106558,3722
Maryland,2020-08-26,105996,3717
Maryland,2020-08-25,105554,3707
Maryland,2020-08-24,105168,3694
Maryland,2020-08-23,104618,3691
Maryland,2020-08-22,104040,3685
Maryland,2020-08-21,103461,3674
Maryland,2020-08-20,102783,3669
Maryland,2020-08-19,102215,3661
Maryland,2020-08-18,101780,3650
Maryland,2020-08-17,101276,3641
Maryland,2020-08-16,100772,3639
Maryland,2020-08-15,100237,3636
Maryland,2020-08-14,99430,3631
Maryland,2020-08-13,98728,3620
Maryland,2020-08-12,97959,3612
Maryland,2020-08-11,97403,3604
Maryland,2020-08-10,96821,3591
Maryland,2020-08-09,96065,3585
Maryland,2020-08-08,95157,3577
Maryland,2020-08-07,94395,3565
Maryland,2020-08-06,93598,3551
Maryland,2020-08-05,93000,3536
Maryland,2020-08-04,92416,3530
Maryland,2020-08-03,91705,3523
Maryland,2020-08-02,90835,3515
Maryland,2020-08-01,89925,3506
Maryland,2020-07-31,88907,3493
Maryland,2020-07-30,87740,3488
Maryland,2020-07-29,86846,3478
Maryland,2020-07-28,86091,3458
Maryland,2020-07-27,85436,3447
Maryland,2020-07-26,84306,3440
Maryland,2020-07-25,83617,3433
Maryland,2020-07-24,82326,3422
Maryland,2020-07-23,81396,3409
Maryland,2020-07-22,80738,3405
Maryland,2020-07-21,80111,3402
Maryland,2020-07-20,79251,3382
Maryland,2020-07-19,78698,3377
Maryland,2020-07-18,77773,3368
Maryland,2020-07-17,76941,3359
Maryland,2020-07-16,76237,3347
Maryland,2020-07-15,75576,3341
Maryland,2020-07-14,74836,3334
Maryland,2020-07-13,74124,3325
Maryland,2020-07-12,73705,3319
Maryland,2020-07-11,73060,3310
Maryland,2020-07-10,72503,3303
Maryland,2020-07-09,72037,3288
Maryland,2020-07-08,71455,3275
Maryland,2020-07-07,70986,3266
Maryland,2020-07-06,70497,3246
Maryland,2020-07-05,69957,3243
Maryland,2020-07-04,69724,3236
Maryland,2020-07-03,69422,3223
Maryland,2020-07-02,69015,3212
Maryland,2020-07-01,68502,3205
Maryland,2020-06-30,68152,3190
Maryland,2020-06-29,67837,3175
Maryland,2020-06-28,67360,3168
Maryland,2020-06-27,67032,3157
Maryland,2020-06-26,66704,3142
Maryland,2020-06-25,66397,3129
Maryland,2020-06-24,65934,3108
Maryland,2020-06-23,65602,3092
Maryland,2020-06-22,65202,3074
Maryland,2020-06-21,64903,3066
Maryland,2020-06-20,64565,3052
Maryland,2020-06-19,64150,3030
Maryland,2020-06-18,63839,3016
Maryland,2020-06-17,63565,2996
Maryland,2020-06-16,63004,2982
Maryland,2020-06-15,62653,2947
Maryland,2020-06-14,62328,2939
Maryland,2020-06-13,61935,2926
Maryland,2020-06-12,61262,2900
Maryland,2020-06-11,60823,2875
Maryland,2020-06-10,60114,2844
Maryland,2020-06-09,59543,2811
Maryland,2020-06-08,59024,2776
Maryland,2020-06-07,58593,2749
Maryland,2020-06-06,58099,2740
Maryland,2020-06-05,57407,2702
Maryland,2020-06-04,56490,2668
Maryland,2020-06-03,55617,2641
Maryland,2020-06-02,54831,2597
Maryland,2020-06-01,54035,2552
Maryland,2020-05-31,53456,2532
Maryland,2020-05-30,52662,2509
Maryland,2020-05-29,51631,2466
Maryland,2020-05-28,50334,2428
Maryland,2020-05-27,49042,2392
Maryland,2020-05-26,48290,2333
Maryland,2020-05-25,47754,2302
Maryland,2020-05-24,46919,2277
Maryland,2020-05-23,45608,2243
Maryland,2020-05-22,44539,2207
Maryland,2020-05-21,43645,2159
Maryland,2020-05-20,42442,2123
Maryland,2020-05-19,41664,2081
Maryland,2020-05-18,39882,2023
Maryland,2020-05-17,38920,1992
Maryland,2020-05-16,38083,1957
Maryland,2020-05-15,37105,1911
Maryland,2020-05-14,36021,1866
Maryland,2020-05-13,34927,1809
Maryland,2020-05-12,34174,1756
Maryland,2020-05-11,33483,1683
Maryland,2020-05-10,32693,1644
Maryland,2020-05-09,31638,1614
Maryland,2020-05-08,30592,1560
Maryland,2020-05-07,29476,1503
Maryland,2020-05-06,28263,1443
Maryland,2020-05-05,27217,1390
Maryland,2020-05-04,26509,1317
Maryland,2020-05-03,25561,1281
Maryland,2020-05-02,24568,1251
Maryland,2020-05-01,23566,1192
Maryland,2020-04-30,21825,1139
Maryland,2020-04-29,20942,1078
Maryland,2020-04-28,20200,1016
Maryland,2020-04-27,19574,945
Maryland,2020-04-26,18664,910
Maryland,2020-04-25,17844,875
Maryland,2020-04-24,16693,798
Maryland,2020-04-23,15805,748
Maryland,2020-04-22,14842,698
Maryland,2020-04-21,14261,652
Maryland,2020-04-20,13750,582
Maryland,2020-04-19,12892,548
Maryland,2020-04-18,12379,534
Maryland,2020-04-17,11641,494
Maryland,2020-04-16,10851,459
Maryland,2020-04-15,10096,413
Maryland,2020-04-14,9472,302
Maryland,2020-04-13,8936,262
Maryland,2020-04-12,8225,236
Maryland,2020-04-11,7694,207
Maryland,2020-04-10,6968,172
Maryland,2020-04-09,6185,139
Maryland,2020-04-08,5529,124
Maryland,2020-04-07,4371,104
Maryland,2020-04-06,4045,92
Maryland,2020-04-05,3609,68
Maryland,2020-04-04,3125,54
Maryland,2020-04-03,2758,42
Maryland,2020-04-02,2331,36
Maryland,2020-04-01,1985,33
Maryland,2020-03-31,1662,18
Maryland,2020-03-30,1415,15
Maryland,2020-03-29,1244,11
Maryland,2020-03-28,1066,10
Maryland,2020-03-27,790,5
Maryland,2020-03-26,581,4
Maryland,2020-03-25,423,4
Maryland,2020-03-24,349,4
Maryland,2020-03-23,290,3
Maryland,2020-03-22,245,3
Maryland,2020-03-21,195,3
Maryland,2020-03-20,150,2
Maryland,2020-03-19,108,1
Maryland,2020-03-18,85,1
Maryland,2020-03-17,57,0
Maryland,2020-03-16,39,0
Maryland,2020-03-15,32,0
Maryland,2020-03-14,27,0
Maryland,2020-03-13,18,0
Maryland,2020-03-12,13,0
Maryland,2020-03-11,13,0
Maryland,2020-03-10,9,0
Maryland,2020-03-09,6,0
Maryland,2020-03-08,5,0
Maryland,2020-03-07,3,0
Maryland,2020-03-06,3,0
Maryland,2020-03-05,3,0
Maine,2021-03-21,48464,729
Maine,2021-03-20,48292,728
Maine,2021-03-19,48070,728
Maine,2021-03-18,47832,727
Maine,2021-03-17,47591,725
Maine,2021-03-16,47388,725
Maine,2021-03-15,47199,725
Maine,2021-03-14,47025,724
Maine,2021-03-13,46856,724
Maine,2021-03-12,46650,723
Maine,2021-03-11,46441,723
Maine,2021-03-10,46254,723
Maine,2021-03-09,46059,723
Maine,2021-03-08,45926,706
Maine,2021-03-07,45794,706
Maine,2021-03-06,45635,704
Maine,2021-03-05,45452,704
Maine,2021-03-04,45227,705
Maine,2021-03-03,45091,705
Maine,2021-03-02,44944,703
Maine,2021-03-01,44762,703
Maine,2021-02-28,44634,703
Maine,2021-02-27,44492,702
Maine,2021-02-26,44295,701
Maine,2021-02-25,44117,701
Maine,2021-02-24,43900,677
Maine,2021-02-23,43736,660
Maine,2021-02-22,43594,658
Maine,2021-02-21,43497,658
Maine,2021-02-20,43367,658
Maine,2021-02-19,43224,656
Maine,2021-02-18,43090,655
Maine,2021-02-17,42872,654
Maine,2021-02-16,42768,651
Maine,2021-02-15,42677,649
Maine,2021-02-14,42529,649
Maine,2021-02-13,42419,647
Maine,2021-02-12,42259,643
Maine,2021-02-11,42058,641
Maine,2021-02-10,41883,641
Maine,2021-02-09,41630,639
Maine,2021-02-08,41419,636
Maine,2021-02-07,41218,635
Maine,2021-02-06,41064,634
Maine,2021-02-05,40799,632
Maine,2021-02-04,40534,630
Maine,2021-02-03,40233,627
Maine,2021-02-02,39960,618
Maine,2021-02-01,39543,595
Maine,2021-01-31,39324,590
Maine,2021-01-30,39168,590
Maine,2021-01-29,38813,570
Maine,2021-01-28,38454,567
Maine,2021-01-27,38170,562
Maine,2021-01-26,37708,558
Maine,2021-01-25,37046,547
Maine,2021-01-24,36598,544
Maine,2021-01-23,36598,544
Maine,2021-01-22,36274,540
Maine,2021-01-21,35638,536
Maine,2021-01-20,34963,530
Maine,2021-01-19,34262,519
Maine,2021-01-18,33876,514
Maine,2021-01-17,33559,511
Maine,2021-01-16,33219,507
Maine,2021-01-15,32781,477
Maine,2021-01-14,31958,461
Maine,2021-01-13,31150,453
Maine,2021-01-12,30326,449
Maine,2021-01-11,29611,438
Maine,2021-01-10,29298,432
Maine,2021-01-09,29019,432
Maine,2021-01-08,28407,426
Maine,2021-01-07,27625,385
Maine,2021-01-06,27090,372
Maine,2021-01-05,26565,369
Maine,2021-01-04,25968,360
Maine,2021-01-03,25592,359
Maine,2021-01-02,25245,358
Maine,2021-01-01,24201,347
Maine,2020-12-31,24201,347
Maine,2020-12-30,23499,334
Maine,2020-12-29,22909,333
Maine,2020-12-28,22319,326
Maine,2020-12-27,21880,323
Maine,2020-12-26,21547,319
Maine,2020-12-25,21547,319
Maine,2020-12-24,21226,317
Maine,2020-12-23,20491,311
Maine,2020-12-22,19743,303
Maine,2020-12-21,19285,293
Maine,2020-12-20,18946,292
Maine,2020-12-19,18739,292
Maine,2020-12-18,18337,281
Maine,2020-12-17,17901,276
Maine,2020-12-16,17311,267
Maine,2020-12-15,16760,265
Maine,2020-12-14,16349,259
Maine,2020-12-13,15923,257
Maine,2020-12-12,15620,257
Maine,2020-12-11,15206,250
Maine,2020-12-10,14861,246
Maine,2020-12-09,14454,246
Maine,2020-12-08,14049,239
Maine,2020-12-07,13775,227
Maine,2020-12-06,13348,227
Maine,2020-12-05,13127,227
Maine,2020-12-04,12844,224
Maine,2020-12-03,12554,220
Maine,2020-12-02,12208,218
Maine,2020-12-01,11976,214
Maine,2020-11-30,11757,194
Maine,2020-11-29,11508,191
Maine,2020-11-28,11288,191
Maine,2020-11-27,11265,190
Maine,2020-11-26,11265,190
Maine,2020-11-25,11027,190
Maine,2020-11-24,10799,189
Maine,2020-11-23,10544,177
Maine,2020-11-22,10359,176
Maine,2020-11-21,10123,174
Maine,2020-11-20,9958,173
Maine,2020-11-19,9734,171
Maine,2020-11-18,9519,170
Maine,2020-11-17,9363,166
Maine,2020-11-16,9117,165
Maine,2020-11-15,8944,165
Maine,2020-11-14,8791,163
Maine,2020-11-13,8639,162
Maine,2020-11-12,8395,159
Maine,2020-11-11,8202,158
Maine,2020-11-10,8060,156
Maine,2020-11-09,7888,153
Maine,2020-11-08,7693,152
Maine,2020-11-07,7603,152
Maine,2020-11-06,7444,150
Maine,2020-11-05,7260,150
Maine,2020-11-04,7077,150
Maine,2020-11-03,6926,148
Maine,2020-11-02,6799,148
Maine,2020-11-01,6715,147
Maine,2020-10-31,6668,147
Maine,2020-10-30,6570,146
Maine,2020-10-29,6467,146
Maine,2020-10-28,6387,146
Maine,2020-10-27,6311,146
Maine,2020-10-26,6254,146
Maine,2020-10-25,6201,146
Maine,2020-10-24,6137,146
Maine,2020-10-23,6095,146
Maine,2020-10-22,6064,146
Maine,2020-10-21,6027,146
Maine,2020-10-20,5989,146
Maine,2020-10-19,5962,146
Maine,2020-10-18,5939,146
Maine,2020-10-17,5913,146
Maine,2020-10-16,5865,145
Maine,2020-10-15,5836,144
Maine,2020-10-14,5816,143
Maine,2020-10-13,5780,143
Maine,2020-10-12,5752,143
Maine,2020-10-11,5723,143
Maine,2020-10-10,5696,143
Maine,2020-10-09,5666,143
Maine,2020-10-08,5639,142
Maine,2020-10-07,5604,142
Maine,2020-10-06,5565,142
Maine,2020-10-05,5545,142
Maine,2020-10-04,5519,142
Maine,2020-10-03,5486,142
Maine,2020-10-02,5468,142
Maine,2020-10-01,5431,142
Maine,2020-09-30,5391,141
Maine,2020-09-29,5337,141
Maine,2020-09-28,5300,140
Maine,2020-09-27,5288,140
Maine,2020-09-26,5260,140
Maine,2020-09-25,5235,140
Maine,2020-09-24,5215,140
Maine,2020-09-23,5171,140
Maine,2020-09-22,5146,140
Maine,2020-09-21,5106,140
Maine,2020-09-20,5079,139
Maine,2020-09-19,5035,139
Maine,2020-09-18,5005,138
Maine,2020-09-17,4962,138
Maine,2020-09-16,4941,138
Maine,2020-09-15,4918,137
Maine,2020-09-14,4903,136
Maine,2020-09-13,4863,136
Maine,2020-09-12,4834,135
Maine,2020-09-11,4792,134
Maine,2020-09-10,4760,134
Maine,2020-09-09,4734,134
Maine,2020-09-08,4713,134
Maine,2020-09-07,4701,134
Maine,2020-09-06,4682,134
Maine,2020-09-05,4667,134
Maine,2020-09-04,4632,134
Maine,2020-09-03,4617,133
Maine,2020-09-02,4567,133
Maine,2020-09-01,4548,132
Maine,2020-08-31,4526,132
Maine,2020-08-30,4512,132
Maine,2020-08-29,4489,132
Maine,2020-08-28,4436,132
Maine,2020-08-27,4414,132
Maine,2020-08-26,4389,132
Maine,2020-08-25,4368,131
Maine,2020-08-24,4356,131
Maine,2020-08-23,4335,131
Maine,2020-08-22,4317,130
Maine,2020-08-21,4285,129
Maine,2020-08-20,4252,128
Maine,2020-08-19,4234,127
Maine,2020-08-18,4213,127
Maine,2020-08-17,4197,127
Maine,2020-08-16,4168,127
Maine,2020-08-15,4144,127
Maine,2020-08-14,4115,126
Maine,2020-08-13,4089,126
Maine,2020-08-12,4070,126
Maine,2020-08-11,4050,126
Maine,2020-08-10,4049,125
Maine,2020-08-09,4042,125
Maine,2020-08-08,4026,125
Maine,2020-08-07,4014,124
Maine,2020-08-06,3997,124
Maine,2020-08-05,3992,124
Maine,2020-08-04,3975,123
Maine,2020-08-03,3970,124
Maine,2020-08-02,3958,123
Maine,2020-08-01,3937,123
Maine,2020-07-31,3912,123
Maine,2020-07-30,3888,122
Maine,2020-07-29,3866,121
Maine,2020-07-28,3838,121
Maine,2020-07-27,3832,119
Maine,2020-07-26,3814,119
Maine,2020-07-25,3790,119
Maine,2020-07-24,3757,118
Maine,2020-07-23,3737,118
Maine,2020-07-22,3723,118
Maine,2020-07-21,3723,118
Maine,2020-07-20,3711,117
Maine,2020-07-19,3687,117
Maine,2020-07-18,3646,117
Maine,2020-07-17,3636,115
Maine,2020-07-16,3598,114
Maine,2020-07-15,3578,114
Maine,2020-07-14,3566,114
Maine,2020-07-13,3558,114
Maine,2020-07-12,3539,114
Maine,2020-07-11,3520,112
Maine,2020-07-10,3499,111
Maine,2020-07-09,3486,111
Maine,2020-07-08,3460,110
Maine,2020-07-07,3440,110
Maine,2020-07-06,3423,109
Maine,2020-07-05,3415,109
Maine,2020-07-04,3397,107
Maine,2020-07-03,3373,105
Maine,2020-07-02,3328,105
Maine,2020-07-01,3294,105
Maine,2020-06-30,3253,105
Maine,2020-06-29,3219,105
Maine,2020-06-28,3191,104
Maine,2020-06-27,3154,104
Maine,2020-06-26,3102,103
Maine,2020-06-25,3070,103
Maine,2020-06-24,3017,103
Maine,2020-06-23,2994,102
Maine,2020-06-22,2971,102
Maine,2020-06-21,2957,102
Maine,2020-06-20,2938,102
Maine,2020-06-19,2913,102
Maine,2020-06-18,2878,102
Maine,2020-06-17,2836,102
Maine,2020-06-16,2819,101
Maine,2020-06-15,2810,101
Maine,2020-06-14,2793,100
Maine,2020-06-13,2757,100
Maine,2020-06-12,2721,100
Maine,2020-06-11,2667,100
Maine,2020-06-10,2637,100
Maine,2020-06-09,2606,100
Maine,2020-06-08,2588,99
Maine,2020-06-07,2570,99
Maine,2020-06-06,2524,98
Maine,2020-06-05,2482,98
Maine,2020-06-04,2446,95
Maine,2020-06-03,2418,95
Maine,2020-06-02,2377,94
Maine,2020-06-01,2349,89
Maine,2020-05-31,2325,89
Maine,2020-05-30,2282,89
Maine,2020-05-29,2226,85
Maine,2020-05-28,2189,84
Maine,2020-05-27,2137,81
Maine,2020-05-26,2109,79
Maine,2020-05-25,2074,78
Maine,2020-05-24,2055,78
Maine,2020-05-23,2013,77
Maine,2020-05-22,1948,75
Maine,2020-05-21,1877,73
Maine,2020-05-20,1819,73
Maine,2020-05-19,1741,73
Maine,2020-05-18,1713,71
Maine,2020-05-17,1687,70
Maine,2020-05-16,1648,70
Maine,2020-05-15,1603,69
Maine,2020-05-14,1565,69
Maine,2020-05-13,1515,66
Maine,2020-05-12,1477,65
Maine,2020-05-11,1462,65
Maine,2020-05-10,1436,64
Maine,2020-05-09,1408,64
Maine,2020-05-08,1374,63
Maine,2020-05-07,1330,62
Maine,2020-05-06,1254,62
Maine,2020-05-05,1226,61
Maine,2020-05-04,1205,57
Maine,2020-05-03,1185,57
Maine,2020-05-02,1152,56
Maine,2020-05-01,1123,55
Maine,2020-04-30,1095,53
Maine,2020-04-29,1056,52
Maine,2020-04-28,1040,51
Maine,2020-04-27,1023,51
Maine,2020-04-26,1015,50
Maine,2020-04-25,990,50
Maine,2020-04-24,965,47
Maine,2020-04-23,937,44
Maine,2020-04-22,907,39
Maine,2020-04-21,888,36
Maine,2020-04-20,875,35
Maine,2020-04-19,867,34
Maine,2020-04-18,847,32
Maine,2020-04-17,827,29
Maine,2020-04-16,796,27
Maine,2020-04-15,770,24
Maine,2020-04-14,734,20
Maine,2020-04-13,698,19
Maine,2020-04-12,633,19
Maine,2020-04-11,616,19
Maine,2020-04-10,586,17
Maine,2020-04-09,560,16
Maine,2020-04-08,537,14
Maine,2020-04-07,519,12
Maine,2020-04-06,499,10
Maine,2020-04-05,470,10
Maine,2020-04-04,456,10
Maine,2020-04-03,432,9
Maine,2020-04-02,376,7
Maine,2020-04-01,344,7
Maine,2020-03-31,303,5
Maine,2020-03-30,275,3
Maine,2020-03-29,253,3
Maine,2020-03-28,211,1
Maine,2020-03-27,168,1
Maine,2020-03-26,155,0
Maine,2020-03-25,142,0
Maine,2020-03-24,118,0
Maine,2020-03-23,107,0
Maine,2020-03-22,89,0
Maine,2020-03-21,70,0
Maine,2020-03-20,57,0
Maine,2020-03-19,52,0
Maine,2020-03-18,43,0
Maine,2020-03-17,32,0
Maine,2020-03-16,17,0
Maine,2020-03-15,12,0
Maine,2020-03-14,3,0
Maine,2020-03-13,2,0
Maine,2020-03-12,1,0
Louisiana,2021-03-21,439737,9988
Louisiana,2021-03-20,439737,9988
Louisiana,2021-03-19,439737,9988
Louisiana,2021-03-18,439543,9974
Louisiana,2021-03-17,439002,9955
Louisiana,2021-03-16,438557,9925
Louisiana,2021-03-15,437565,9903
Louisiana,2021-03-14,437393,9884
Louisiana,2021-03-13,436482,9861
Louisiana,2021-03-12,436482,9861
Louisiana,2021-03-11,435935,9828
Louisiana,2021-03-10,435514,9812
Louisiana,2021-03-09,434926,9769
Louisiana,2021-03-08,434289,9758
Louisiana,2021-03-07,433785,9748
Louisiana,2021-03-06,433045,9716
Louisiana,2021-03-05,433045,9716
Louisiana,2021-03-04,432527,9686
Louisiana,2021-03-03,431771,9668
Louisiana,2021-03-02,431271,9647
Louisiana,2021-03-01,430504,9628
Louisiana,2021-02-28,430100,9608
Louisiana,2021-02-27,428592,9587
Louisiana,2021-02-26,428592,9587
Louisiana,2021-02-25,427689,9561
Louisiana,2021-02-24,426925,9528
Louisiana,2021-02-23,426048,9503
Louisiana,2021-02-22,424644,9477
Louisiana,2021-02-21,424176,9466
Louisiana,2021-02-20,422287,9440
Louisiana,2021-02-19,422287,9440
Louisiana,2021-02-18,421846,9406
Louisiana,2021-02-17,421018,9391
Louisiana,2021-02-16,420394,9325
Louisiana,2021-02-15,420394,9325
Louisiana,2021-02-14,419891,9292
Louisiana,2021-02-13,418585,9276
Louisiana,2021-02-12,418585,9276
Louisiana,2021-02-11,417415,9239
Louisiana,2021-02-10,414687,9212
Louisiana,2021-02-09,414354,9162
Louisiana,2021-02-08,412989,9142
Louisiana,2021-02-07,411812,9119
Louisiana,2021-02-06,409861,9076
Louisiana,2021-02-05,409861,9076
Louisiana,2021-02-04,408995,9044
Louisiana,2021-02-03,406235,9006
Louisiana,2021-02-02,404194,8953
Louisiana,2021-02-01,401591,8912
Louisiana,2021-01-31,400626,8859
Louisiana,2021-01-30,397276,8801
Louisiana,2021-01-29,397276,8801
Louisiana,2021-01-28,394909,8743
Louisiana,2021-01-27,392416,8688
Louisiana,2021-01-26,388562,8621
Louisiana,2021-01-25,385942,8590
Louisiana,2021-01-24,383862,8565
Louisiana,2021-01-23,380255,8483
Louisiana,2021-01-22,380255,8483
Louisiana,2021-01-21,378318,8442
Louisiana,2021-01-20,374582,8383
Louisiana,2021-01-19,372089,8324
Louisiana,2021-01-18,369951,8253
Louisiana,2021-01-17,368980,8203
Louisiana,2021-01-16,364853,8080
Louisiana,2021-01-15,364853,8080
Louisiana,2021-01-14,361148,8080
Louisiana,2021-01-13,355835,8022
Louisiana,2021-01-12,352939,7971
Louisiana,2021-01-11,348234,7918
Louisiana,2021-01-10,346829,7873
Louisiana,2021-01-09,341431,7833
Louisiana,2021-01-08,341431,7833
Louisiana,2021-01-07,338054,7728
Louisiana,2021-01-06,333524,7681
Louisiana,2021-01-05,326648,7635
Louisiana,2021-01-04,322181,7585
Louisiana,2021-01-03,321058,7537
Louisiana,2021-01-02,315275,7488
Louisiana,2021-01-01,315275,7488
Louisiana,2020-12-31,315275,7488
Louisiana,2020-12-30,311229,7448
Louisiana,2020-12-29,304485,7397
Louisiana,2020-12-28,300539,7336
Louisiana,2020-12-27,299722,7291
Louisiana,2020-12-26,296499,7272
Louisiana,2020-12-25,296499,7272
Louisiana,2020-12-24,296499,7272
Louisiana,2020-12-23,293934,7226
Louisiana,2020-12-22,290960,7158
Louisiana,2020-12-21,287261,7107
Louisiana,2020-12-20,286145,7042
Louisiana,2020-12-19,282434,6994
Louisiana,2020-12-18,282434,6994
Louisiana,2020-12-17,279321,6964
Louisiana,2020-12-16,275545,6933
Louisiana,2020-12-15,272276,6895
Louisiana,2020-12-14,269643,6845
Louisiana,2020-12-13,268613,6818
Louisiana,2020-12-12,264191,6767
Louisiana,2020-12-11,264191,6767
Louisiana,2020-12-10,261329,6724
Louisiana,2020-12-09,258914,6684
Louisiana,2020-12-08,254562,6652
Louisiana,2020-12-07,252136,6607
Louisiana,2020-12-06,251123,6584
Louisiana,2020-12-05,247177,6548
Louisiana,2020-12-04,247177,6548
Louisiana,2020-12-03,244078,6524
Louisiana,2020-12-02,241335,6501
Louisiana,2020-12-01,237740,6455
Louisiana,2020-11-30,232414,6420
Louisiana,2020-11-29,232245,6407
Louisiana,2020-11-28,230602,6391
Louisiana,2020-11-27,230602,6391
Louisiana,2020-11-26,225638,6350
Louisiana,2020-11-25,225638,6350
Louisiana,2020-11-24,224403,6323
Louisiana,2020-11-23,221160,6284
Louisiana,2020-11-22,220192,6260
Louisiana,2020-11-21,216709,6233
Louisiana,2020-11-20,216709,6233
Louisiana,2020-11-19,211966,6199
Louisiana,2020-11-18,209914,6184
